,city,count,latitude,longitude
590,Selwyn,39,44.42370665,-78.36854717286874
591,Sept-les,161,47.1254595,-70.8177387
592,Shaunavon,6,49.6507703,-108.4100213
593,Shawinigan,2390,46.5389609,-72.7467621
594,Shawville,69,45.6035643,-76.4914676
595,Shediac,46,46.219454,-64.5492146
596,Shellbrook,27,53.22248,-106.387482
597,Sherbrooke,2791,45.403271,-71.889038
598,Sherwood Park,1949,53.5256963,-113.2966313
599,Shoal Lake,44,50.4378995,-100.5911707
600,Simcoe,118,42.8372434,-80.3039146
601,Sioux Lookout,5,50.11345465,-92.19624322619077
602,Slave Lake,43,55.2810741,-114.7717876
603,Smithers,50,54.7792074,-127.1760991
604,Smiths Falls,258,44.9013316,-76.0212062
605,Smoky Lake,14,46.56292205,-79.247990603125
606,Sorel-tracy,2047,46.044404,-73.104744
607,Southampton,28,45.5888861,-64.2456315
608,Southey,58,50.9387419,-104.5055532
609,Spirit River,4,55.777498,-118.8376264
610,Spokane,1,47.66348255,-117.42184670875662
611,Spragge,88,46.2086647,-82.6517529
612,Springbrook,17,46.4933991,-63.5057314
613,Spruce Grove,642,50.1303702,-122.9507386
614,Squamish,120,49.6980743,-123.1558612
615,St Albert,75,53.633239,-113.628845
616,St Catharines,269,43.1579812,-79.2441003
617,St Hubert,59,45.5042755,-73.4216976
618,St Jean Sur Richelieu,70,45.3056879,-73.2533401
619,St John's,232,47.561701,-52.715149
620,St Johns,4,43.0754766,-80.0800058
621,St Stephen,30,45.2004005,-67.2798634
622,St Thomas,2044,42.779022,-81.1929882
623,St-eustache,234,45.5646052,-73.8929714
624,St-hyacinthe,114,45.627484,-72.940636
625,St-jean-sur-richelieu,8,45.3056879,-73.2533401
626,St-jerome,29,45.775426,-74.013176
627,St-leonard,43,47.1651978,-67.9244707
628,St-malachie,31,46.531705,-70.766716
629,St-mathieu-de-beloeil,48,45.6044349,-73.2492469
630,St-raymond,2,46.889058,-71.835136
631,St. Albert,390,53.633239,-113.628845
632,St. Anthony,7,51.3653968,-55.5919335
633,St. Catharines,2172,43.1579812,-79.2441003
634,St. Jacobs,16,43.532949,-80.554627
635,St. John's,1437,47.561701,-52.715149
636,St. Johns,257,43.0754766,-80.0800058
637,St. Marys,101,43.2570855,-81.1408629
638,St. Paul,56,53.9876467,-111.291114
639,Ste Julie,124,45.5930624,-73.3395943
640,Ste Justine,257,46.410405,-70.348206
641,Ste-agathe-des-monts,36,46.046072,-74.279938
642,Ste-catherine,4,45.400642,-73.5756074
643,Ste-foy,146,46.7679035,-71.3082412
644,Ste-julie,40,45.5930624,-73.3395943
645,Ste-marie,65,46.450395,-71.030731
646,Steinbach,234,49.530557,-96.69342
647,Stellarton,39,45.5574527,-62.6591139
648,Stephenville,32,48.5452022,-58.5871146
649,Stettler,100,52.3228746,-112.71302
650,Stirling,15,49.5016384,-112.5281133
651,Stony Plain,122,53.5310131,-113.9998496
652,Stratford,433,43.3700899,-80.9818016
653,Strathmore,917,51.0467479,-113.40548860649379
654,Strathroy,118,42.966146,-81.59100834347846
655,Sudbury,125,46.49272,-80.991211
656,Summerside,556,46.394306,-63.789368
657,Sundridge,66,45.7104857,-62.850454
658,Sunny Corner,141,46.9480272,-65.8134376
659,Surrey,6572,49.1913033,-122.8491439
660,Sussex,183,45.7234763,-65.5104239
661,Sutton,31,45.1115241,-72.6186317
662,Swan River,28,52.1050567,-101.2705406
663,Swift Current,137,50.2849138,-107.7984496
664,Sydney,947,46.137977,-60.194092
665,Sylvan Lake,44,52.3056132,-114.0908391
666,Taber,87,49.7932232,-112.1436569
667,Tatamagouche,10,45.7109353,-63.2879017
668,Tecumseh,20,42.3117951,-82.8861974
669,Temiskaming Shores,37,47.508731,-79.6789029
670,Terrace,136,54.5172715,-128.599548
671,Terrace Bay,11,48.782437,-87.102356
672,Terrebonne,975,45.6782015,-73.7424135
673,The Pas,180,53.8224172,-101.2405153
674,Thetford Mines,457,46.091329,-71.30127
675,Thompson,252,55.743347,-97.863464
676,Thorndale,37,43.1054531,-81.1401989
677,Thornhill,777,43.8161477,-79.4245925
678,Thornton,7,44.2708998,-79.7221475
679,Thorold,9,43.1249127,-79.2005935
680,Thunder Bay,961,48.406414,-89.259796
681,Thurso,50,45.598185,-75.246048
682,Tilbury,88,42.2593155,-82.4322682
683,Tillsonburg,1066,42.859494,-80.7265015
684,Timmins,161,48.477473,-81.330414
685,Tingwick,4,45.8813611,-71.9438505
686,Tisdale,52,52.848327850000004,-104.0537297262797
687,Toronto,14998,43.6534817,-79.3839347
688,Tracadie Sheila,11,47.515751,-64.9127856
689,Tracadie-sheila,26,47.515751,-64.9127856
690,Trail,554,49.0944508,-117.7095371
691,Treherne,12,49.633333,-98.7
692,Trenton,35,45.6140166,-62.6331223
693,Trois-Rivières,4124,46.3507999,-72.5571257
694,Trois-rivieres,33,46.3507999,-72.5571257
695,Truro,791,45.366668,-63.300006
696,Tusket,38,43.8548416,-65.9746739
697,Témiscouata-sur-le-Lac,17,47.67154305,-68.87854866367469
698,Unionville,27,43.8516697,-79.3143184
699,Unit #101,8,43.2576765,-79.9428852
700,Unit 2,45,43.2584366,-79.8727588
701,Unit 2 & 3,146,36.4391739,28.2335983
702,Unit 4,31,44.744143,-63.2843473
703,Unit 5,55,49.25446195000001,-122.80131113283457
704,Unit A,197,36.440883,28.2336464
705,Unity,11,52.4428508,-109.1548985
706,Upper Onslow,99,45.3922895,-63.2913032
707,Uxbridge,141,44.1088502,-79.1226768
708,Val Gagné,37,48.6164005,-80.6383123
709,Val-d'or,417,48.1023356,-77.7875715
710,Val-david,98,46.0282815,-74.2065632
711,Vallée-Jonction,28,46.376544,-70.924988
712,Vancouver,5601,49.2608724,-123.113952
713,Vanderhoof,73,54.0175289,-124.0076627
714,Varennes,69,45.6834691,-73.4362737
715,Vaudreuil-dorion,2051,45.3971509,-74.0254577
716,Vaughan,5293,43.7941544,-79.5268023
717,Vegreville,62,53.5,-112.05
718,Vermilion,40,53.3527093,-110.8542072
719,Vernon,1146,50.2668671,-119.2718157
720,Verona,48,44.4807231,-76.6939071
721,Victoria,1713,48.4283182,-123.3649533
722,Victoriaville,1819,46.0554948,-71.9598586
723,Ville Mont Royal,17,45.517261649999995,-73.62892403956951
724,Virden,57,49.8485092,-100.9322654
725,Wadena,16,51.9439343,-103.8022616
726,Wainwright,39,52.8374281,-110.8612063
727,Wakefield,4,45.639968,-75.92926
728,Walkerton,85,44.1331908,-81.1485894
729,Warman,25,52.3210873,-106.58425844059354
730,Waterloo,1639,43.4652699,-80.5222961
731,Watford,87,44.5403165,-64.6782635
732,Watrous,87,51.681790750000005,-105.46355995374668
733,Wawa,26,47.9929283,-84.7740199
734,Weedon,26,45.7014223,-71.465431
735,Welland,1247,42.9922181,-79.2484192
736,Wendake,3,46.8682022,-71.3631049970157
737,West Kelowna,309,49.8585784,-119.5828768
738,West Nipissing,30,46.3653409,-79.9321566
739,Westbank,34,49.8309376,-119.62889
740,Westlock,37,54.1562022,-113.8442804
741,Weston,58,43.7001608,-79.5162474
742,Westville,80,45.5615392,-62.7085523
743,Wetaskiwin,311,52.968492,-113.36792
744,Weyburn,116,49.669405,-103.851013
745,Whitby,1006,43.87982,-78.9421751
746,Whitchurch-stouffville,222,43.9717581,-79.2454446
747,Whitecourt,77,54.1367844,-115.6544084
748,Whitehorse,45,60.721571,-135.054932
749,Wilkie,391,52.4095307,-108.7068761
750,Williams Lake,191,52.1292657,-122.1397259
751,Wilmot,20,44.9619437,-64.9992371
752,Windsor,2091,42.317099,-83.0353434
753,Winkler,27,49.187089,-97.937622
754,Winnipeg,7982,49.8955367,-97.1384584
755,Woodbridge,982,43.7848982,-79.5923855
756,Woodstock,468,49.96551395,-55.91396714674725
757,Yarmouth,789,43.8372648,-66.1157
758,Yellowknife,51,62.4540807,-114.377385
759,York,38,43.6896191,-79.479188
760,Yorkton,289,51.212045,-102.461243
